item_id,item_name,type,price,quantity,time
2,Cannonball,BUY,190,1,1749864600
2,Cannonball,SELL,198,1,1749864900
2,Cannonball,BUY,190,1,1749864900
2,Cannonball,SELL,202,1,1749865200
2,Cannonball,BUY,191,1,1749865500
2,Cannonball,SELL,200,1,1749865800
2,Cannonball,BUY,191,1,1749865800
2,Cannonball,SELL,201,1,1749866100
2,Cannonball,BUY,190,1,1749866100
2,Cannonball,SELL,201,1,1749866400
2,Cannonball,BUY,190,1,1749866400
2,Cannonball,SELL,202,1,1749866700
2,Cannonball,BUY,191,1,1749866700
2,Cannonball,SELL,201,1,1749867000
2,Cannonball,BUY,191,1,1749867000
2,Cannonball,SELL,202,1,1749867300
2,Cannonball,BUY,192,1,1749867300
2,Cannonball,SELL,205,1,1749867600
2,Cannonball,BUY,194,1,1749868800
2,Cannonball,SELL,204,1,1749869100
2,Cannonball,BUY,194,1,1749869700
2,Cannonball,SELL,202,1,1749870000
2,Cannonball,BUY,195,1,1749870000
2,Cannonball,SELL,201,1,1749870300
2,Cannonball,BUY,195,1,1749870300
2,Cannonball,SELL,203,1,1749870600
2,Cannonball,BUY,192,1,1749870600
2,Cannonball,SELL,199,1,1749870900
2,Cannonball,BUY,193,1,1749870900
2,Cannonball,SELL,205,1,1749871200
2,Cannonball,BUY,187,1,1749872100
2,Cannonball,SELL,203,1,1749872400
2,Cannonball,BUY,193,1,1749872700
2,Cannonball,SELL,203,1,1749873000
2,Cannonball,BUY,193,1,1749873000
2,Cannonball,SELL,202,1,1749873300
2,Cannonball,BUY,192,1,1749873300
2,Cannonball,SELL,201,1,1749873600
2,Cannonball,BUY,188,1,1749873600
2,Cannonball,SELL,204,1,1749873900
2,Cannonball,BUY,191,1,1749874500
2,Cannonball,SELL,206,1,1749874800
2,Cannonball,BUY,191,1,1749875100
2,Cannonball,SELL,207,1,1749875400
2,Cannonball,BUY,192,1,1749876900
2,Cannonball,SELL,205,1,1749877200
2,Cannonball,BUY,193,1,1749877500
2,Cannonball,SELL,207,1,1749877800
2,Cannonball,BUY,194,1,1749877800
2,Cannonball,SELL,202,1,1749878100
2,Cannonball,BUY,194,1,1749878100
2,Cannonball,SELL,202,1,1749878400
2,Cannonball,BUY,194,1,1749878400
2,Cannonball,SELL,199,1,1749878700
2,Cannonball,BUY,191,1,1749878700
2,Cannonball,SELL,204,1,1749879300
2,Cannonball,BUY,193,1,1749879300
2,Cannonball,SELL,202,1,1749879600
2,Cannonball,BUY,192,1,1749879600
2,Cannonball,SELL,198,1,1749879900
2,Cannonball,BUY,191,1,1749880200
2,Cannonball,SELL,202,1,1749880500
2,Cannonball,BUY,191,1,1749880500
2,Cannonball,SELL,202,1,1749880800
2,Cannonball,BUY,190,1,1749880800
2,Cannonball,SELL,202,1,1749881100
2,Cannonball,BUY,191,1,1749881100
2,Cannonball,SELL,201,1,1749881400
2,Cannonball,BUY,190,1,1749881400
2,Cannonball,SELL,203,1,1749881700
2,Cannonball,BUY,187,1,1749882300
2,Cannonball,SELL,197,1,1749882600
2,Cannonball,BUY,189,1,1749882600
2,Cannonball,SELL,196,1,1749882900
2,Cannonball,BUY,191,1,1749882900
2,Cannonball,SELL,202,1,1749883200
2,Cannonball,BUY,191,1,1749884100
2,Cannonball,SELL,198,1,1749884400
2,Cannonball,BUY,191,1,1749884400
2,Cannonball,SELL,196,1,1749884700
2,Cannonball,BUY,185,1,1749885300
2,Cannonball,SELL,196,1,1749885600
2,Cannonball,BUY,190,1,1749885600
2,Cannonball,SELL,199,1,1749885900
2,Cannonball,BUY,185,1,1749885900
2,Cannonball,SELL,199,1,1749886200
2,Cannonball,BUY,184,1,1749886200
2,Cannonball,SELL,197,1,1749886500
2,Cannonball,BUY,188,1,1749886800
2,Cannonball,SELL,194,1,1749887100
2,Cannonball,BUY,188,1,1749887100
2,Cannonball,SELL,194,1,1749887400
2,Cannonball,BUY,185,1,1749887400
2,Cannonball,SELL,198,1,1749887700
2,Cannonball,BUY,192,1,1749890100
2,Cannonball,SELL,200,1,1749890400
2,Cannonball,BUY,193,1,1749891300
2,Cannonball,SELL,200,1,1749891600
2,Cannonball,BUY,194,1,1749891600
2,Cannonball,SELL,200,1,1749891900
2,Cannonball,BUY,194,1,1749891900
2,Cannonball,SELL,202,1,1749892200
2,Cannonball,BUY,194,1,1749892200
2,Cannonball,SELL,201,1,1749892500
2,Cannonball,BUY,194,1,1749892800
2,Cannonball,SELL,203,1,1749893100
2,Cannonball,BUY,195,1,1749893100
2,Cannonball,SELL,201,1,1749893400
2,Cannonball,BUY,194,1,1749893400
2,Cannonball,SELL,201,1,1749893700
2,Cannonball,BUY,190,1,1749893700
2,Cannonball,SELL,201,1,1749894000
2,Cannonball,BUY,192,1,1749894600
2,Cannonball,SELL,201,1,1749894900
2,Cannonball,BUY,186,1,1749895200
2,Cannonball,SELL,202,1,1749896100
2,Cannonball,BUY,193,1,1749898200
2,Cannonball,SELL,202,1,1749898500
2,Cannonball,BUY,198,1,1749899100
2,Cannonball,SELL,204,1,1749899400
2,Cannonball,BUY,191,1,1749900000
2,Cannonball,SELL,198,1,1749900300
2,Cannonball,BUY,186,1,1749900300
2,Cannonball,SELL,202,1,1749900600
2,Cannonball,BUY,191,1,1749900600
2,Cannonball,SELL,201,1,1749900900
2,Cannonball,BUY,192,1,1749900900
2,Cannonball,SELL,200,1,1749901200
2,Cannonball,BUY,190,1,1749901500
2,Cannonball,SELL,201,1,1749901800
2,Cannonball,BUY,188,1,1749901800
2,Cannonball,SELL,200,1,1749902100
2,Cannonball,BUY,190,1,1749902100
2,Cannonball,SELL,203,1,1749902400
2,Cannonball,BUY,191,1,1749904200
2,Cannonball,SELL,199,1,1749904500
2,Cannonball,BUY,191,1,1749906000
2,Cannonball,SELL,199,1,1749906300
2,Cannonball,BUY,193,1,1749906300
2,Cannonball,SELL,201,1,1749906600
2,Cannonball,BUY,186,1,1749907200
2,Cannonball,SELL,195,1,1749907500
2,Cannonball,BUY,186,1,1749907500
2,Cannonball,SELL,201,1,1749907800
2,Cannonball,BUY,185,1,1749907800
2,Cannonball,SELL,200,1,1749908100
2,Cannonball,BUY,188,1,1749908700
2,Cannonball,SELL,199,1,1749909000
2,Cannonball,BUY,190,1,1749909000
2,Cannonball,SELL,195,1,1749909300
2,Cannonball,BUY,184,1,1749909300
2,Cannonball,SELL,200,1,1749909600
2,Cannonball,BUY,193,1,1749909600
2,Cannonball,SELL,200,1,1749909900
2,Cannonball,BUY,191,1,1749909900
2,Cannonball,SELL,201,1,1749910200
2,Cannonball,BUY,189,1,1749910200
2,Cannonball,SELL,198,1,1749910500
2,Cannonball,BUY,193,1,1749910500
2,Cannonball,SELL,199,1,1749910800
2,Cannonball,BUY,194,1,1749911100
2,Cannonball,SELL,200,1,1749911400
2,Cannonball,BUY,193,1,1749911400
2,Cannonball,SELL,199,1,1749911700
2,Cannonball,BUY,189,1,1749911700
2,Cannonball,SELL,198,1,1749912000
2,Cannonball,BUY,190,1,1749912000
2,Cannonball,SELL,197,1,1749912300
2,Cannonball,BUY,188,1,1749912300
2,Cannonball,SELL,195,1,1749912600
2,Cannonball,BUY,188,1,1749912600
2,Cannonball,SELL,198,1,1749912900
2,Cannonball,BUY,186,1,1749912900
2,Cannonball,SELL,194,1,1749913200
2,Cannonball,BUY,185,1,1749913200
2,Cannonball,SELL,196,1,1749913500
2,Cannonball,BUY,188,1,1749914100
2,Cannonball,SELL,198,1,1749914400
2,Cannonball,BUY,187,1,1749914400
2,Cannonball,SELL,195,1,1749914700
2,Cannonball,BUY,185,1,1749914700
2,Cannonball,SELL,197,1,1749915000
2,Cannonball,BUY,188,1,1749915000
2,Cannonball,SELL,197,1,1749915300
2,Cannonball,BUY,187,1,1749916800
2,Cannonball,SELL,198,1,1749917100
2,Cannonball,BUY,190,1,1749917400
2,Cannonball,SELL,199,1,1749917700
2,Cannonball,BUY,189,1,1749919200
2,Cannonball,SELL,199,1,1749919500
2,Cannonball,BUY,189,1,1749919500
2,Cannonball,SELL,200,1,1749919800
2,Cannonball,BUY,191,1,1749919800
2,Cannonball,SELL,199,1,1749920100
2,Cannonball,BUY,189,1,1749920400
2,Cannonball,SELL,198,1,1749920700
2,Cannonball,BUY,186,1,1749921000
2,Cannonball,SELL,197,1,1749921300
2,Cannonball,BUY,186,1,1749921300
2,Cannonball,SELL,195,1,1749921600
2,Cannonball,BUY,186,1,1749921600
2,Cannonball,SELL,196,1,1749921900
2,Cannonball,BUY,186,1,1749921900
2,Cannonball,SELL,200,1,1749922200
2,Cannonball,BUY,186,1,1749922200
2,Cannonball,SELL,196,1,1749922500
2,Cannonball,BUY,188,1,1749923700
2,Cannonball,SELL,202,1,1749924000
2,Cannonball,BUY,191,1,1749924600
2,Cannonball,SELL,202,1,1749924900
2,Cannonball,BUY,188,1,1749925500
2,Cannonball,SELL,202,1,1749925800
2,Cannonball,BUY,191,1,1749927300
2,Cannonball,SELL,202,1,1749927600
2,Cannonball,BUY,194,1,1749930300
2,Cannonball,SELL,201,1,1749930600
2,Cannonball,BUY,190,1,1749930600
2,Cannonball,SELL,201,1,1749930900
2,Cannonball,BUY,194,1,1749930900
2,Cannonball,SELL,202,1,1749931200
2,Cannonball,BUY,194,1,1749931200
2,Cannonball,SELL,201,1,1749931500
2,Cannonball,BUY,189,1,1749931500
2,Cannonball,SELL,200,1,1749931800
2,Cannonball,BUY,188,1,1749931800
2,Cannonball,SELL,197,1,1749932100
2,Cannonball,BUY,189,1,1749932100
2,Cannonball,SELL,195,1,1749932400
2,Cannonball,BUY,186,1,1749932400
2,Cannonball,SELL,200,1,1749932700
2,Cannonball,BUY,190,1,1749932700
2,Cannonball,SELL,198,1,1749933000
2,Cannonball,BUY,190,1,1749933300
2,Cannonball,SELL,197,1,1749933600
2,Cannonball,BUY,186,1,1749933900
2,Cannonball,SELL,199,1,1749934200
2,Cannonball,BUY,191,1,1749934500
2,Cannonball,SELL,198,1,1749934800
2,Cannonball,BUY,191,1,1749934800
2,Cannonball,SELL,201,1,1749935100
2,Cannonball,BUY,191,1,1749935700
2,Cannonball,SELL,196,1,1749936000
2,Cannonball,BUY,188,1,1749936300
2,Cannonball,SELL,197,1,1749936600
2,Cannonball,BUY,186,1,1749936600
2,Cannonball,SELL,193,1,1749937200
2,Cannonball,BUY,187,1,1749937500
2,Cannonball,SELL,196,1,1749937800
2,Cannonball,BUY,189,1,1749937800
2,Cannonball,SELL,198,1,1749938100
2,Cannonball,BUY,186,1,1749938400
2,Cannonball,SELL,193,1,1749938700
2,Cannonball,BUY,186,1,1749938700
2,Cannonball,SELL,197,1,1749939000
2,Cannonball,BUY,189,1,1749939000
2,Cannonball,SELL,195,1,1749939300
2,Cannonball,BUY,188,1,1749939600
2,Cannonball,SELL,200,1,1749939900
2,Cannonball,BUY,191,1,1749940200
2,Cannonball,SELL,201,1,1749940500
2,Cannonball,BUY,190,1,1749940800
2,Cannonball,SELL,202,1,1749941100
2,Cannonball,BUY,189,1,1749941400
2,Cannonball,SELL,200,1,1749941700
554,Fire rune,BUY,4,1,1749858900
554,Fire rune,SELL,6,1,1749859200
554,Fire rune,BUY,4,1,1749862800
554,Fire rune,SELL,6,1,1749863100
554,Fire rune,BUY,4,1,1749863100
554,Fire rune,SELL,6,1,1749863400
554,Fire rune,BUY,4,1,1749934500
554,Fire rune,SELL,6,1,1749934800
554,Fire rune,BUY,4,1,1749940200
554,Fire rune,SELL,6,1,1749940500
560,Death rune,BUY,156,1,1749855600
560,Death rune,SELL,161,1,1749855900
560,Death rune,BUY,155,1,1749861900
560,Death rune,SELL,160,1,1749862200
560,Death rune,BUY,157,1,1749875700
560,Death rune,SELL,164,1,1749876000
560,Death rune,BUY,158,1,1749877500
560,Death rune,SELL,165,1,1749877800
560,Death rune,BUY,158,1,1749878100
560,Death rune,SELL,163,1,1749878400
560,Death rune,BUY,157,1,1749878400
560,Death rune,SELL,163,1,1749878700
560,Death rune,BUY,155,1,1749886800
560,Death rune,SELL,161,1,1749887100
560,Death rune,BUY,156,1,1749895500
560,Death rune,SELL,161,1,1749895800
560,Death rune,BUY,155,1,1749905100
560,Death rune,SELL,160,1,1749905400
560,Death rune,BUY,157,1,1749914100
560,Death rune,SELL,163,1,1749914400
560,Death rune,BUY,157,1,1749914400
560,Death rune,SELL,163,1,1749914700
560,Death rune,BUY,152,1,1749924600
560,Death rune,SELL,157,1,1749924900
560,Death rune,BUY,152,1,1749924900
560,Death rune,SELL,157,1,1749925200
560,Death rune,BUY,153,1,1749933900
560,Death rune,SELL,158,1,1749934200
560,Death rune,BUY,154,1,1749935700
560,Death rune,SELL,159,1,1749936000
560,Death rune,BUY,154,1,1749940500
560,Death rune,SELL,159,1,1749940800
560,Death rune,BUY,154,1,1749941700
560,Death rune,SELL,159,1,1749942000
561,Nature rune,BUY,97,1,1749836400
561,Nature rune,SELL,101,1,1749836700
561,Nature rune,BUY,98,1,1749843600
561,Nature rune,SELL,102,1,1749843900
561,Nature rune,BUY,99,1,1749854400
561,Nature rune,SELL,103,1,1749854700
561,Nature rune,BUY,98,1,1749858600
561,Nature rune,SELL,102,1,1749858900
561,Nature rune,BUY,99,1,1749861600
561,Nature rune,SELL,103,1,1749861900
561,Nature rune,BUY,98,1,1749861900
561,Nature rune,SELL,102,1,1749862200
561,Nature rune,BUY,97,1,1749864300
561,Nature rune,SELL,100,1,1749864600
561,Nature rune,BUY,96,1,1749864900
561,Nature rune,SELL,101,1,1749865200
561,Nature rune,BUY,96,1,1749865500
561,Nature rune,SELL,101,1,1749865800
561,Nature rune,BUY,95,1,1749866400
561,Nature rune,SELL,99,1,1749866700
561,Nature rune,BUY,96,1,1749868500
561,Nature rune,SELL,100,1,1749868800
561,Nature rune,BUY,97,1,1749869100
561,Nature rune,SELL,101,1,1749869400
561,Nature rune,BUY,97,1,1749869400
561,Nature rune,SELL,101,1,1749869700
561,Nature rune,BUY,97,1,1749874500
561,Nature rune,SELL,101,1,1749874800
561,Nature rune,BUY,97,1,1749877200
561,Nature rune,SELL,100,1,1749877500
561,Nature rune,BUY,97,1,1749890700
561,Nature rune,SELL,101,1,1749891000
561,Nature rune,BUY,97,1,1749903300
561,Nature rune,SELL,100,1,1749903600
561,Nature rune,BUY,97,1,1749927000
561,Nature rune,SELL,101,1,1749927300
561,Nature rune,BUY,98,1,1749937200
561,Nature rune,SELL,102,1,1749937500
561,Nature rune,BUY,99,1,1749940500
561,Nature rune,SELL,103,1,1749940800
562,Chaos rune,BUY,81,1,1749837300
562,Chaos rune,SELL,84,1,1749837600
562,Chaos rune,BUY,79,1,1749842700
562,Chaos rune,SELL,82,1,1749843000
562,Chaos rune,BUY,79,1,1749847500
562,Chaos rune,SELL,82,1,1749847800
562,Chaos rune,BUY,77,1,1749848700
562,Chaos rune,SELL,81,1,1749849000
562,Chaos rune,BUY,77,1,1749849000
562,Chaos rune,SELL,82,1,1749849300
562,Chaos rune,BUY,78,1,1749849300
562,Chaos rune,SELL,82,1,1749849600
562,Chaos rune,BUY,79,1,1749851700
562,Chaos rune,SELL,84,1,1749852000
562,Chaos rune,BUY,79,1,1749858000
562,Chaos rune,SELL,83,1,1749858300
562,Chaos rune,BUY,79,1,1749858300
562,Chaos rune,SELL,84,1,1749858600
562,Chaos rune,BUY,78,1,1749861900
562,Chaos rune,SELL,83,1,1749862200
562,Chaos rune,BUY,79,1,1749862200
562,Chaos rune,SELL,84,1,1749862500
562,Chaos rune,BUY,76,1,1749863400
562,Chaos rune,SELL,81,1,1749863700
562,Chaos rune,BUY,76,1,1749863700
562,Chaos rune,SELL,80,1,1749864000
562,Chaos rune,BUY,72,1,1749866400
562,Chaos rune,SELL,81,1,1749866700
562,Chaos rune,BUY,73,1,1749867900
562,Chaos rune,SELL,80,1,1749868200
562,Chaos rune,BUY,76,1,1749868500
562,Chaos rune,SELL,79,1,1749868800
562,Chaos rune,BUY,76,1,1749870300
562,Chaos rune,SELL,79,1,1749870600
562,Chaos rune,BUY,75,1,1749870900
562,Chaos rune,SELL,81,1,1749871200
562,Chaos rune,BUY,77,1,1749871200
562,Chaos rune,SELL,80,1,1749871500
562,Chaos rune,BUY,76,1,1749871500
562,Chaos rune,SELL,79,1,1749871800
562,Chaos rune,BUY,75,1,1749872100
562,Chaos rune,SELL,80,1,1749872400
562,Chaos rune,BUY,75,1,1749874800
562,Chaos rune,SELL,79,1,1749875100
562,Chaos rune,BUY,75,1,1749875400
562,Chaos rune,SELL,79,1,1749875700
562,Chaos rune,BUY,75,1,1749875700
562,Chaos rune,SELL,81,1,1749876000
562,Chaos rune,BUY,71,1,1749876900
562,Chaos rune,SELL,79,1,1749877200
562,Chaos rune,BUY,72,1,1749878700
562,Chaos rune,SELL,80,1,1749879000
562,Chaos rune,BUY,75,1,1749883500
562,Chaos rune,SELL,78,1,1749883800
562,Chaos rune,BUY,76,1,1749885000
562,Chaos rune,SELL,79,1,1749885300
562,Chaos rune,BUY,74,1,1749885300
562,Chaos rune,SELL,78,1,1749885600
562,Chaos rune,BUY,75,1,1749885900
562,Chaos rune,SELL,79,1,1749886200
562,Chaos rune,BUY,74,1,1749886200
562,Chaos rune,SELL,79,1,1749886500
562,Chaos rune,BUY,75,1,1749890100
562,Chaos rune,SELL,78,1,1749890400
562,Chaos rune,BUY,77,1,1749890700
562,Chaos rune,SELL,81,1,1749891000
562,Chaos rune,BUY,77,1,1749894600
562,Chaos rune,SELL,80,1,1749894900
562,Chaos rune,BUY,77,1,1749894900
562,Chaos rune,SELL,81,1,1749895200
562,Chaos rune,BUY,77,1,1749895800
562,Chaos rune,SELL,80,1,1749896100
562,Chaos rune,BUY,77,1,1749896700
562,Chaos rune,SELL,80,1,1749897000
562,Chaos rune,BUY,76,1,1749897300
562,Chaos rune,SELL,80,1,1749897600
562,Chaos rune,BUY,76,1,1749897600
562,Chaos rune,SELL,80,1,1749897900
562,Chaos rune,BUY,76,1,1749897900
562,Chaos rune,SELL,79,1,1749898200
562,Chaos rune,BUY,75,1,1749899400
562,Chaos rune,SELL,78,1,1749899700
562,Chaos rune,BUY,77,1,1749900000
562,Chaos rune,SELL,81,1,1749900300
562,Chaos rune,BUY,76,1,1749900600
562,Chaos rune,SELL,80,1,1749900900
562,Chaos rune,BUY,76,1,1749900900
562,Chaos rune,SELL,80,1,1749901200
562,Chaos rune,BUY,75,1,1749905100
562,Chaos rune,SELL,79,1,1749905400
562,Chaos rune,BUY,76,1,1749906300
562,Chaos rune,SELL,81,1,1749906600
562,Chaos rune,BUY,76,1,1749907800
562,Chaos rune,SELL,79,1,1749908100
562,Chaos rune,BUY,76,1,1749908100
562,Chaos rune,SELL,80,1,1749908400
562,Chaos rune,BUY,75,1,1749909300
562,Chaos rune,SELL,79,1,1749909600
562,Chaos rune,BUY,76,1,1749909600
562,Chaos rune,SELL,79,1,1749909900
562,Chaos rune,BUY,72,1,1749910200
562,Chaos rune,SELL,79,1,1749910500
562,Chaos rune,BUY,76,1,1749914700
562,Chaos rune,SELL,79,1,1749915000
562,Chaos rune,BUY,77,1,1749916500
562,Chaos rune,SELL,80,1,1749916800
562,Chaos rune,BUY,76,1,1749916800
562,Chaos rune,SELL,79,1,1749917100
562,Chaos rune,BUY,76,1,1749917100
562,Chaos rune,SELL,80,1,1749917400
562,Chaos rune,BUY,76,1,1749920100
562,Chaos rune,SELL,79,1,1749920400
562,Chaos rune,BUY,77,1,1749921300
562,Chaos rune,SELL,80,1,1749921600
562,Chaos rune,BUY,77,1,1749924300
562,Chaos rune,SELL,80,1,1749924600
562,Chaos rune,BUY,75,1,1749926700
562,Chaos rune,SELL,79,1,1749927000
562,Chaos rune,BUY,76,1,1749927000
562,Chaos rune,SELL,79,1,1749927300
562,Chaos rune,BUY,77,1,1749927600
562,Chaos rune,SELL,80,1,1749927900
562,Chaos rune,BUY,77,1,1749928200
562,Chaos rune,SELL,81,1,1749928500
562,Chaos rune,BUY,77,1,1749929100
562,Chaos rune,SELL,80,1,1749929400
562,Chaos rune,BUY,77,1,1749930900
562,Chaos rune,SELL,81,1,1749931200
562,Chaos rune,BUY,77,1,1749931200
562,Chaos rune,SELL,80,1,1749931500
562,Chaos rune,BUY,77,1,1749933000
562,Chaos rune,SELL,80,1,1749933300
562,Chaos rune,BUY,77,1,1749934500
562,Chaos rune,SELL,80,1,1749934800
562,Chaos rune,BUY,76,1,1749934800
562,Chaos rune,SELL,80,1,1749935100
562,Chaos rune,BUY,77,1,1749936300
562,Chaos rune,SELL,81,1,1749936600
562,Chaos rune,BUY,77,1,1749936600
562,Chaos rune,SELL,80,1,1749936900
562,Chaos rune,BUY,77,1,1749937200
562,Chaos rune,SELL,81,1,1749937500
562,Chaos rune,BUY,78,1,1749938100
562,Chaos rune,SELL,81,1,1749938400
562,Chaos rune,BUY,78,1,1749939600
562,Chaos rune,SELL,81,1,1749939900
562,Chaos rune,BUY,78,1,1749939900
562,Chaos rune,SELL,81,1,1749940200
562,Chaos rune,BUY,78,1,1749941100
562,Chaos rune,SELL,81,1,1749941400
563,Law rune,BUY,112,1,1749861300
563,Law rune,SELL,118,1,1749861600
563,Law rune,BUY,112,1,1749862200
563,Law rune,SELL,116,1,1749862500
563,Law rune,BUY,111,1,1749862500
563,Law rune,SELL,116,1,1749862800
563,Law rune,BUY,111,1,1749863100
563,Law rune,SELL,115,1,1749863400
563,Law rune,BUY,111,1,1749868800
563,Law rune,SELL,115,1,1749869100
563,Law rune,BUY,109,1,1749871800
563,Law rune,SELL,113,1,1749872100
563,Law rune,BUY,107,1,1749879600
563,Law rune,SELL,113,1,1749879900
563,Law rune,BUY,108,1,1749879900
563,Law rune,SELL,113,1,1749880200
563,Law rune,BUY,109,1,1749880200
563,Law rune,SELL,113,1,1749880500
563,Law rune,BUY,107,1,1749880800
563,Law rune,SELL,113,1,1749881100
563,Law rune,BUY,108,1,1749882000
563,Law rune,SELL,112,1,1749882300
563,Law rune,BUY,112,1,1749898500
563,Law rune,SELL,116,1,1749898800
563,Law rune,BUY,112,1,1749900300
563,Law rune,SELL,116,1,1749900600
563,Law rune,BUY,112,1,1749900900
563,Law rune,SELL,116,1,1749901200
563,Law rune,BUY,112,1,1749903300
563,Law rune,SELL,116,1,1749903600
563,Law rune,BUY,113,1,1749906900
563,Law rune,SELL,118,1,1749907200
563,Law rune,BUY,113,1,1749907200
563,Law rune,SELL,118,1,1749907500
563,Law rune,BUY,112,1,1749912600
563,Law rune,SELL,116,1,1749912900
563,Law rune,BUY,112,1,1749912900
563,Law rune,SELL,118,1,1749913200
563,Law rune,BUY,114,1,1749915300
563,Law rune,SELL,119,1,1749915600
563,Law rune,BUY,115,1,1749917100
563,Law rune,SELL,119,1,1749917400
563,Law rune,BUY,115,1,1749918600
563,Law rune,SELL,119,1,1749918900
563,Law rune,BUY,114,1,1749920400
563,Law rune,SELL,118,1,1749920700
563,Law rune,BUY,114,1,1749921300
563,Law rune,SELL,118,1,1749921600
563,Law rune,BUY,114,1,1749922200
563,Law rune,SELL,118,1,1749922500
563,Law rune,BUY,114,1,1749922500
563,Law rune,SELL,118,1,1749922800
563,Law rune,BUY,115,1,1749924600
563,Law rune,SELL,119,1,1749924900
563,Law rune,BUY,115,1,1749924900
563,Law rune,SELL,119,1,1749925200
563,Law rune,BUY,113,1,1749925500
563,Law rune,SELL,119,1,1749925800
563,Law rune,BUY,114,1,1749927300
563,Law rune,SELL,119,1,1749927600
563,Law rune,BUY,115,1,1749928200
563,Law rune,SELL,119,1,1749928500
563,Law rune,BUY,115,1,1749928500
563,Law rune,SELL,119,1,1749928800
563,Law rune,BUY,115,1,1749929700
563,Law rune,SELL,119,1,1749930000
563,Law rune,BUY,113,1,1749936000
563,Law rune,SELL,117,1,1749936300
563,Law rune,BUY,113,1,1749936300
563,Law rune,SELL,117,1,1749936600
563,Law rune,BUY,114,1,1749937800
563,Law rune,SELL,118,1,1749938100
563,Law rune,BUY,114,1,1749939000
563,Law rune,SELL,118,1,1749939300
563,Law rune,BUY,114,1,1749939300
563,Law rune,SELL,118,1,1749939600
563,Law rune,BUY,114,1,1749940200
563,Law rune,SELL,118,1,1749940500
565,Blood rune,BUY,234,1,1749841800
565,Blood rune,SELL,240,1,1749842100
565,Blood rune,BUY,235,1,1749844800
565,Blood rune,SELL,243,1,1749845100
565,Blood rune,BUY,235,1,1749849000
565,Blood rune,SELL,241,1,1749849300
565,Blood rune,BUY,235,1,1749849300
565,Blood rune,SELL,242,1,1749849600
565,Blood rune,BUY,235,1,1749849600
565,Blood rune,SELL,241,1,1749849900
565,Blood rune,BUY,235,1,1749850500
565,Blood rune,SELL,243,1,1749850800
565,Blood rune,BUY,236,1,1749850800
565,Blood rune,SELL,243,1,1749851100
565,Blood rune,BUY,236,1,1749851400
